index,number,frn,business_name,business_address,foreign_voice_provider,country,other_frns,other_dba_names,previous_dba_names,robocall_mitigation_contact_name,contact_title,contact_department,contact_business_address,contact_country,contact_telephone_number,contact_phone_extension,implementation,voice_service_provider_choice,gateway_provider_choice,intermediate_provider_choice,last_updated,filing_url
8576,RMD0020779,35310143,GITMED TRUCKING INC,15190 Llagas Ave San Martin CA 95046,No,United States of America,none,none,none,GITMED TRUCKING INC,Patrick Gitmed,general,15190 Llagas Ave San Martin CA 95046,United States of America,4127077882,,Yes,Yes,No,No,2024-04-18,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=bab098df976186107e1ed28de053afab&view=sp
1439,RMD0003275,4332128,GLASFORD TELEPHONE COMPANY,209 EAST MAIN STREET PO Box 169 GLASFORD IL 61533,No,United States of America,none,none,none,Stan Brown,General Manager,plant,209 E. Main Glasford IL 61533,United States of America,309-389-2111,,Partial,Yes,No,No,2024-11-11,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9c978d141bcd745064c4426de54bcb99&view=sp
4507,RMD0007518,31437833,GLMX,330 7th Ave 17th Floor New York NY 10001,No,United States of America,,,,Kyle O'Donnell,CIO,Technology,330 7th Ave 17th Floor New York NY 10001,United States of America,6468544569,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ed88d9221b7af410003c43f1f54bcb77&view=sp
3626,RMD0006379,3733144,"GLOBAL CROSSING LOCAL SERVICES, INC.",100 CenturyLink Dr. Mailstop: 3TCW088.2 Monroe LA 71203,No,United States of America,,,,Philip Linse,Director Public Policy,Public Policy & Compliance,"660 N Capitol Street NW Suite 240 Washington, DC DC 20001 79e868f3dba03600d02ffb0e0f961973",United States of America,3037073844,,Partial,Yes,No,No,2024-09-06,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6d2b9ad71bae3050e91484cae54bcb66&view=sp
3627,RMD0006380,2850519,"GLOBAL CROSSING TELECOMMUNICATIONS, INC.",100 CenturyLink Dr. Mailstop: 3TCW88.2 Monroe LA 71203,No,United States of America,,,,Philip Linse,Director Public Policy,Public Policy & Compliance,"660 N Capitol Street NW Suite 240 Washington, DC DC 20001 79e868f3dba03600d02ffb0e0f961973",United States of America,3037073844,,Partial,Yes,No,Yes,2024-09-06,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5d8b521b1bae3050e91484cae54bcbf9&view=sp
8474,RMD0019643,22272470,GLOBAL VOICE DIRECT,2211 2nd avenue north PO Box 6 lake worth FL 33461,No,United States of America,none,none,none,JONAS JANVIER,PRESIDENT,ADMINISTRATION,2211 2nd avenue north PO Box 6 lake worth FL 33461,United States of America,8773085803,,No,Yes,No,No,2024-04-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9c290ce08711c61003cd539d3fbb3547&view=sp
4917,RMD0008047,31446875,"GMK Marketing, LLC.",1919 Puritan Dr. Irving TX 75061,No,United States of America,,,,amit oren,manager,managment,1919 Puritan Dr. Irving TX 75061,United States of America,(214) 699-6917,,Yes,Yes,No,No,2024-12-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f85ccf7a1bfe3810e1ca848ce54bcb14&view=sp
3821,RMD0006634,31410764,GMV Syncromatics,523 W. 6th St Suite 444 Los Angeles CA 90014,No,United States of America,,,Syncromatics,Saby Ghosh,CTO,Engineering,523 W. 6th St Suite 444 Los Angeles CA 90014,United States of America,2139731214,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d0512a681b3eb010aa3cea41f54bcb3a&view=sp
8850,RMD0021840,30830855,GO MOBIT LLC,3746 Foothill Blvd-7140 Glendale CA 91214,No,United States of America,,,,Syed Aqeel Asghar,Compliance Officer,Legal & Compliance Dept,3746 Foothill Blvd-7140 Glendale CA 91214,United States of America,9294382747,,Yes,No,No,Yes,2024-06-13,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=bce78630977aca50a59057a00153af0f&view=sp
7471,RMD0014883,30583793,GOIP GLOBALNET SOLUTIONS LLC,11100 Valley Blvd 200 El Monte CA 91731,No,United States of America,,,,Simon Mok,CEO,CEO,11100 Valley Blvd 200 El Monte CA 91731,United States of America,9164009996,,No,Yes,No,No,2023-07-21,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=3b11f6a31bc0b510e4ec848ce54bcb10&view=sp
6976,RMD0012629,33144171,GOautodial Inc,"5201 Blue Lagoon Drive, PH Miami FL 33126",No,United States of America,,,,Demian Lizandro Biscocho,CEO and co-founder,Directors,"5201 Blue Lagoon Drive, PH Miami FL 33126",United States of America,3233808432,,Yes,Yes,No,No,2024-03-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9b7c45071ba39d1018cc87fbe54bcba1&view=sp
5486,RMD0008825,31457419,GPSU LLC,401 E LAS OLAS BLVD STE. 130-631 Fort Lauderdale FL 33301,No,United States of America,,Techtronics,,Oscar Morales,Admin,Support,401 E Las Olas Blvd. Ste 130-631 Fort Lauderdale FL 33301,United States of America,9546065800,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=89a19fd21bcf70507b3bed39bc4bcb6d&view=sp
1832,RMD0003786,3925385,"GRANTLAND TELECOM, LLC",525 Junction Road Madison WI 53717,No,United States of America,see list attached to PDF,TDS,,Joe Kramschuster,Senior Manager � Product Management,Marketing & Customer Operations,525 Junction Road Madison WI 53717,United States of America,608-577-7897,,Partial,Yes,No,No,2025-01-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=da75ba511bc9341064c4426de54bcbac&view=sp
627,RMD0002228,7782840,GRID4 COMMUNICATIONS,2107 Crooks Road TROY MI 48084,No,United States of America,,,,Michael Hopkins,Senior Vice President,Executive Offices,2107 Crooks Road TROY MI 48084,United States of America,2489182864,,Yes,Yes,No,No,2024-02-16,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2ff5edf01bf4f0109294113d9c4bcb2f&view=sp
3825,RMD0006638,25402306,GRNLK Corp,16415 Addison Rd Suite 170 Addison TX 75001,No,United States of America,,GreenLink Networks,,Mayron Herrera,CEO,Regulatory & Compliance,16415 Addison Rd Suite 170 Addison TX 75001,United States of America,888-972-8802,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=c71ca6e01b7ab010544a404fe54bcb33&view=sp
6545,RMD0011399,32516395,GROUP 1 AUTOMOTIVE INC,800 GESSNER SUITE 500 HOUSTON TX 77024,No,United States of America,,,,James Sanford,"Manager, Digital Marketing",Digital Marketing,800 GESSNER SUITE 500 HOUSTON TX 77024,United States of America,7136475700,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9ee68e581b84dd10e4ec848ce54bcb0f&view=sp
4738,RMD0007815,22246474,"GSC IT Solutions, Inc.",600 S Stark Highway PO Box 87 Weare NH 03281,No,United States of America,none,none,"Cocci Computer Services, LLC.",Christian Rand,Vice President,Executive,"PO Box 87, 600 S Stark Hwy Weare NH 03281",United States of America,6035299911,,Partial,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=3cc755761bfa3810d39dddb6bc4bcb68&view=sp
1548,RMD0003415,5061403,"GTC, INC.",P.O. BOX 308 JAY OK 74346,No,United States of America,NONE,NONE,NONE,Patrick O'Bryan,Central Office Manager,Central Office,PO Box 308 Jay OK 74346,United States of America,9182534231,,Yes,Yes,No,No,2024-03-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5eaebd101bc5b45064c4426de54bcb43&view=sp
7298,RMD0013694,33716911,GTDIAL DATA SOLUTIONS LLC,1309 COFFEEN AVE STE 1200 Sheridan WY 82801,No,United States of America,,,,Geoffrey Buayan,Director,Escalation,1309 COFFEEN AVE STE 1200 Sheridan WY 82801,United States of America,716-794-1431,,Yes,Yes,No,No,2024-08-19,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e789c14e1b726110503110ad9c4bcb07&view=sp
1532,RMD0003398,3579380,GTE Mobilnet of California Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,GTE Mobilnet of San Francisco Limited Partnership,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=655fbd501bc5b45064c4426de54bcb4d&view=sp
1470,RMD0003317,1573518,"GTE Mobilnet of Florence, Alabama Incorporated","5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,"Florence Cellular Telephone Company, Inc.",Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=77b825dc1bc1b45064c4426de54bcb55&view=sp
1530,RMD0003396,3577608,GTE Mobilnet of Fort Wayne Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=4dbefd101bc5b45064c4426de54bcb7f&view=sp
1531,RMD0003397,3579364,GTE Mobilnet of Indiana Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=820f75501bc5b45064c4426de54bcbd7&view=sp
1487,RMD0003347,1640697,GTE Mobilnet of Indiana RSA #3 Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a3c179d01b45b45064c4426de54bcb4e&view=sp
1490,RMD0003351,1640705,GTE Mobilnet of Indiana RSA #6 Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & Ops,cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8d133d541b45b45064c4426de54bcb9c&view=sp
1533,RMD0003399,3579406,GTE Mobilnet of South Texas Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,GTE Moblinet of Houston Limited Partnership,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=8dbfb9901bc5b45064c4426de54bcb11&view=sp
1528,RMD0003394,3577582,GTE Mobilnet of Terre Haute Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=4f6efddc1b85b45064c4426de54bcbbb&view=sp
1519,RMD0003383,3293941,GTE Mobilnet of Texas RSA #17 Limited Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & OPs,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=72cc391c1b85b45064c4426de54bcb5c&view=sp
7617,RMD0015253,34185975,GTIGLOBAL TELECOM SERVICE INC,1309 Coffeen Avenue STE 1200 Sheridan WY 82801,No,United States of America,NONE,NONE,NONE,GTIGLOBAL TELECOM SERVICE INC,Administrator,Network Services,1309 Coffeen Avenue STE 1200 Sheridan WY 82801,United States of America,307-263-5508,2519,No,Yes,Yes,No,2024-03-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7fa1e9991b19751051e2c808624bcb28&view=sp
7928,RMD0016733,34945691,GTK Networks llc,440 Sawgrass Corporate Pkwy STE 206 Sunrise FL 33325,No,United States of America,,,,Gilbert Torres,Mr,Management,440 Sawgrass Corporate Pkwy STE 206 Sunrise FL 33325,United States of America,9548182888,,Yes,Yes,Yes,Yes,2024-02-20,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=81fa74ec1b64c210ab016206624bcb30&view=sp
147,RMD0001605,25319039,GTT Americas LLC,3100 Clarendon Blvd Suite 200 Arlington VA 22201,No,United States of America,0019208248; 0030762793; 0031491202; 0031491228,"GTT Communications, Inc.; GTT Communications Global, LLC; GC Pivotal, LLC d/b/a Global Capacity","Access Point, Inc.; Airband Communications Inc.; Global Capacity Group, Inc.; Global Capacity Direct, LLC; One Source Networks Inc.; Megapath Inc.; Global Capacity Holdco, LLC; Transbeam",Kili Land,Sr Voice Architect,Engineering,3100 Clarendon Blvd Suite 200 Arlington Virginia 22201,United States of America,'+1 512 807 1615,,Partial,Yes,No,Yes,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=ca03ac8d1b58b810e4ec848ce54bcbba&view=sp
3850,RMD0006671,31374077,GTX Communications LLC,1529 Canterbury Ln Liberty MO 64068,No,United States of America,,,,John Rousseau,CEO,Sales,1529 Canterbury Ln Liberty MO 64068,United States of America,816-581-0311,102,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=59c283e41b727410b7fca93ce54bcb43&view=sp
5352,RMD0008626,31476740,GTech Fiber LLC,803 South Ellen Street P.O. Box G Dixon MO 65459,No,United States of America,,,,Melinda Stormes,Office Manager/Accountant,Accounting,803 South Ellen Street P.O. Box G Dixon MO 65459,United States of America,5737597146,214,Yes,Yes,No,No,2024-02-27,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a54426051b4bbc10e4ec848ce54bcbf3&view=sp
7193,RMD0013447,33597998,GV Telecomm LLC,30 N Gould St Ste R Sheridan WY 82801,No,United States of America,,,,Maricela Ramirez,Director,Director,30 N Gould St Ste R Sheridan WY 82801,United States of America,3024960026,,Partial,No,No,Yes,2024-08-12,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=75b43d471bb5e91093d3a820f54bcbbf&view=sp
8637,RMD0021314,28532877,Gabb Wireless LLC,4143 Lake Bridge Drive South Jordan UT 84009,No,United States of America,,Gabb Wireless Inc.,,Chad Clegg,Controller,Accounting,2701 N Thanksgiving Way STE 500 Lehi UT 84043,United States of America,801-922-0103,,No,Yes,No,No,2024-04-29,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=00c2f0b297b1825012c3bffce053affa&view=sp
4117,RMD0007010,23022502,"Gabbit, LLC",9415 Dielman Rock Island Ind St. Louis MO 63132,No,United States of America,,,,Harry Orchard,CEO,HQ,9415 Dielman Rock Island Industrial St. Louis MO 63132,United States of America,314-898-0000,1001,Yes,Yes,No,No,2025-01-03,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=259a699d1bb63410e4ec848ce54bcb36&view=sp
5615,RMD0008997,29610177,Gabriel Health Inc,1118 Ala Moana Blvd Suite 1300 Honolulu HI 96814,No,United States of America,none,Gabriel,,TERRY CREWS,President,Management,1118 Ala Moana Blvd Suite 1300 Honolulu HI 96814,United States of America,8087979034,,Yes,Yes,No,No,2024-12-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b90e1e101b17b450003c43f1f54bcbe3&view=sp
1468,RMD0003314,1573039,Gadsden CellTelCo Partnership,"5055 North Point Pkwy, NP2NE Network Eng Alpharetta GA 30022",No,United States of America,,Verizon Wireless,,Phillip Lin,Network Eng & Ops,Cary NMC,7000 Weston Pkwy Cary NC 27513,United States of America,8002297427,Opt 2,Yes,Yes,Yes,No,2024-09-10,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=efc7a55c1bc1b45064c4426de54bcb9c&view=sp
9449,RMD0026043,36499440,Gaglers Inc dba CallHub,2093 Philadelphia Pike #7468 Claymont DE 19703,No,United States of America,,CallHub,,Swaminathan B,CISO,Security & Compliance,2093 Philadelphia Pike #7468 Claymont DE 19703,United States of America,202-318-7029,,No,Yes,No,No,2025-01-09,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=19267fe097071e508031b22de053afd4&view=sp
805,RMD0002450,1814037,"Gainesville, City of",301 SE 4th Avenue GRUCom E1D Gainesville FL 32601,No,United States of America,,,,Henry Rodriguez,Network Services Admin,Network Services,301 SE 4th Avenue Gainesville FL 32601,United States of America,3525742525,,Yes,Yes,No,No,2024-02-19,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d45fd4751bf8381002beea82f54bcb3f&view=sp
6396,RMD0011103,25077694,Galactic Technology Group,18495 South Dixie Hwy #226 Miami FL 33157,No,United States of America,none,none,none,Christoher Huss,President,Executive,18495 South Dixie Hwy #226 Miami FL 33157,United States of America,7862313334,,Yes,Yes,No,No,2024-12-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=80c11fc61b4f4110dabd2f41f54bcbc2&view=sp
8691,RMD0021514,35429489,Galexis Technologies,PO Box 1248 Pullman WA 99163,No,United States of America,none,none,none,Jeremy Herzog,Manager,Security,PO Box 1248 Pullman WA 99163,United States of America,5094323905,,Yes,Yes,No,No,2024-05-17,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=fe0c5024875e8610b986a7570cbb350e&view=sp
3623,RMD0006373,15846074,"Gallatin River Holdings, LLC",1120 S Tryon Street Suite 700 Charlotte North Carolina 28203,No,United States of America,,,,Philip Linse,Director Public Policy,Public Policy and Compliance,"660 N Capitol Street NW Suite 240 Washington, DC DC 20001 79e868f3dba03600d02ffb0e0f961973",United States of America,303-707-3844,,Partial,Yes,No,No,2024-02-24,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=5de656d31bae3050e91484cae54bcbb8&view=sp
2129,RMD0004161,25296351,"Gallatin Wireless Internet, LLC",1601 S Park Dr Cody WY 82414,No,United States of America,none,Wisp West,none,Jesse DuPont,General Manager,Administration,"1014 West Park,  Ste# 2 Livingston MT 59047",United States of America,4062225454,,Yes,Yes,No,No,2025-01-03,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=9900ba611b49741002beea82f54bcbc6&view=sp
4443,RMD0007426,31437429,Galveston Computer Solutions LLC,523 24th Street Suite 5 Galveston TX 77550,No,United States of America,none,none,none,Steve Burdick,President,Voice,523 24th Street Suite 5 Galveston TX 77550,United States of America,4097624326,,No,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=555cecae1b76f4108d57ecace54bcb7c&view=sp
1157,RMD0002919,4320909,"Ganado Telephone Company, Inc. dba YK Communications",P. O. Box 329 Ganado TX 77962,No,United States of America,0009795329; YK Communications LTD dba GTC-LD 0025367327; YK Communications,"YK Communications, GTC-LD",none,Joel Green,Director of Network Operations,Network Operations,109 W. Putnam Ganado TX 77962,United States of America,361-771-4118,,Partial,Yes,No,Yes,2024-07-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a281ba2f1b38fc102eb2a82fe54bcbc8&view=sp
1591,RMD0003475,2652519,Garden Valley Telephone Company,201 Ross Ave PO Box 259 Erskine MN 56535,No,United States of America,,Garden Valley Technologies,Garden Valley Technologies,Brian Grunhovd,Central Office Technician,Network/IT,201 Ross Ave Erskine MN 56535,United States of America,218-289-3759,,Partial,Yes,No,No,2024-09-17,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=f608b2fc1bc570102eb2a82fe54bcbcc&view=sp
1592,RMD0003476,4320164,Gardonville Coop.  Tele. Assn.,800 Central Ave N. Brandon MN 56315,No,United States of America,,,,Matt Grommesh,Network Supervisor,Network/IT,800 Central Ave N. Brandon MN 56315,United States of America,320-304-2593,,Partial,Yes,No,No,2024-09-23,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=6a6bfa701b0970102eb2a82fe54bcbac&view=sp
9441,RMD0025996,36489904,Garycomm,1044 Harvard St Santa Monica CA 90403,No,United States of America,,,,Gary Lord,Owner,Telecom,1044 Harvard St Santa Monica CA 90403,United States of America,(310)625-1397,,Yes,Yes,No,No,2025-01-07,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=7a924f041b075e104ff40e1ce54bcba3&view=sp
2401,RMD0004583,28868248,Gateway Infrastructure LLC,275 W SERVICE RD N STE O WRIGHT CITY MO 63390,No,United States of America,,,,Derek Leffert,Head of Government Affairs,New Markets,275 W Service Rd. N Wright City MO 63390,United States of America,5732808500,,Yes,Yes,No,No,2024-04-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d4d82fb91bc9f4109294113d9c4bcb01&view=sp
1698,RMD0003616,24652612,"Gateway Telnet, Inc.",16114 Sherman Way Van Nuys CA 91406,No,United States of America,none,none,none,Jerry Hilecher,President,Management,16114 Sherman Way Van Nuys CA 91406,United States of America,818-775-1234,,Yes,Yes,No,No,2024-12-18,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=b630b4111b49f01064c4426de54bcb91&view=sp
6261,RMD0010686,24100521,"Gator Networking Services, Inc.",PO BOX 400 Malvern PA 19355,No,United States of America,NONE,H&R Telephones,NONE,Alan Godley,Director of Hosted Services,Hosted Services,930 E Boot Rd STE 150 West Chester PA 19380,United States of America,6106400285,105,Yes,Yes,No,No,2024-12-12,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=049e10471b42491068d1a82eac4bcbca&view=sp
4364,RMD0007329,31430499,Gavia Online Marketing and Advertising Inc.,4471 NW 36TH ST STE 204 Miami Springs FL 33166,No,United States of America,none,Gavia Marketing,none,Yulian Diaz,CEO,Management,4471 NW 36TH ST STE 204 Miami Springs FL 33166,United States of America,7866427746,,Yes,No,No,Yes,2024-04-08,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=dbf79b311b76b410c8e0ed3ce54bcb28&view=sp
5621,RMD0009004,31522600,GeKaBi Chub Cay Resort,"1425 Lake Front Circle,Suite 200 The Woodlands TX 77380",No,United States of America,,,,David Renaud,Resort Manager,Management,"1425 Lake Front Circle,Suite 200 The Woodlands TX 77380",United States of America,786-209-0025,,Yes,Yes,No,No,,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=41c93ad41b53f4507b3bed39bc4bcbba&view=sp
55,RMD0001486,1791995,Gearheart Communications,5 Laynesville Road PO Box 160 Harold KY 41635,No,United States of America,none,Coalfields Telephone Company,none,Neil Justice,Central Office Manager,Central Office,5 Laynesville Road PO Box 160 Harold KY 41635,United States of America,6064789401,6351,Partial,Yes,No,No,2024-02-20,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=e5ed3b441b84745064c4426de54bcb51&view=sp
6185,RMD0010135,28615789,"Gecko Telecom, LLC",6211 S Highland Dr. #2053 Salt Lake City Utah 84121,No,United States of America,none,none,none,Justin Lee,President,Operations,6211 S Highland Dr. #2053 Salt Lake City Utah 84121,United States of America,801-943-7240,,Yes,Yes,No,No,2024-04-16,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=a1a5c7741bf5051002beea82f54bcbc3&view=sp
6258,RMD0010667,30209084,"GeekBox IT, LLC",1250 Revolution Mill Dr Ste 163 Greensboro NC 27405,No,United States of America,,,,Erick Smith,President,Executive Administration,1250 Revolution Mill Drive Suite 166 Greensboro NC 27405,United States of America,3367901000,,No,Yes,No,No,2024-04-02,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=d72d5c721b4a4910e560873fe54bcb6c&view=sp
326,RMD0001833,4322269,"Geetingsville Telephone Co., Inc.",9155 N County Rd 200 E Frankfort IN 46041,No,United States of America,,,,Steve Scott,CEO/GM,Management,9155 N County Rd 200 E Frankfort IN 46041,United States of America,765.258.3111,,No,Yes,No,No,2024-07-30,https://fccprod.servicenowservices.com/rmd?id=rmd_form&table=x_g_fmc_rmd_robocall_mitigation_database&sys_id=2d6cd0211b243810822320efe54bcb8b&view=sp
