index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
5098,31451784.0,Gravity Telecom Ltd.,'+447936929465,"International House, 24 Holborn, London Viaduct EC1A 2BN London, United Kingdom","International House, 24 Holborn, London Viaduct EC1A 2BN London, United Kingdom",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5099,20552303.0,"Blue Casa Telephone, LLC",8055608014,"114 E. Haley Street, Suite A Santa Barbara CA 93101",114 E Haley Street Suite A Santa Barbara CA 93101 California,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5100,29325644.0,ENC Access Investments llc,2526402130,3011 NC HWY. 42 W STE C-146 Wilson NC 27893,116 SW 1st st pinetops NC 27864,Complete STIR/SHAKEN Implementation
5101,31405111.0,EOX Technology Solutions Inc.,5619000288,1121 S Military Tr Suite 145 Deerfield Beach FL 33305,1121 S Military Tr #145 Deerfield Beach FL 33442,Complete STIR/SHAKEN Implementation
5102,27967686.0,GloTell US Corp.,9548354110,1832 S Ocean Drive Halladale Beach FL 33009,1832 S Ocean Drive Halladale Beach FL 33009,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5103,31449838.0,Proema Apete Koffi,'+22890721817,"8 Allee de Toulouse, Essonnes 91300 Massy, France","8 Allee de Toulouse, Essonnes 91300 Massy, France",Complete STIR/SHAKEN Implementation
5104,25141029.0,Moxtel Inc.,7186685727,149-35 Northern Boulevard Apt: 1F Flushing NY 11354,149-35 Northern Boulevard Apt: 1F Flushing NY 11354,Complete STIR/SHAKEN Implementation
5105,31451156.0,inbound inc,7153032980,"22 Utica Road, Edison, NJ 08820 jersey city NJ 08820","22 Utica Road, Edison, NJ 08820 jersey city NJ 08820",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5106,31452014.0,"Intulse, LTD",717-839-5000,131 Foxshire Dr Lancaster PA 17601,131 Foxshire Dr Lancaster PA 17601,Complete STIR/SHAKEN Implementation
5107,23407224.0,"Cloud Computing Concepts, LLC",5619394020,"110 E. Atlantic Ave, Ste 420 Delray Beach FL 33444","110 E. Atlantic Ave, Ste 420 Delray Beach FL 33444",Complete STIR/SHAKEN Implementation
5108,31438567.0,"EarPing, LLC",9543534724,6574 N State rd. Suite 182 Coconut Creek FL 33073,6574 N State rd 7 SUITE 182 Coconut Creek FL 33073,Complete STIR/SHAKEN Implementation
5109,31385669.0,"Mission Critical, Inc.",,6908 Phillipsburg Union Rd Englewood OH 45322,null null,
5110,31445737.0,"Didopoly, LLC",4802366110,3645 N Sagewood Circle Mesa AZ 85207,3645 N Sagewood Circle Mesa AZ 85207,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5111,29591229.0,"Broker Exchange Telecom, LLC",651-360-1000,32 7th Avenue NE Rochester MN 55906,32 7th Avenue NE Rochester MN 55906,Complete STIR/SHAKEN Implementation
5112,31257728.0,VoiceON Telecom Services GmbH,'+49303982050020,"Nonnendamm 33  13627 Berlin, Germany","Nonnendamm 33  13627 Berlin, Germany",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5113,31452071.0,Cyber Guardian Consulting Group,8457876836,63 John Street Suite 3 Kingston NY 12401,63 John Street Suite 3 Kingston NY 12401,Complete STIR/SHAKEN Implementation
5114,27514009.0,"Operrtel, Inc.",9293108289,130-30 31st Avenue Suite 801 Flushing NY 11354,130-30 31st Ave Suite 801 Flushing NY 11354,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5115,31452295.0,"Wasatch Technology Group, Inc",801-974-9925,1171 Expressway Lane Spanish Fork UT 84660,1171 Expressway Lane Spanish Fork UT 84660,Complete STIR/SHAKEN Implementation
5116,23764962.0,"POSITIVE CHANGE COMMUNICATIONS, LLC",,575 Lexington Ave FLOOR 4 New York NY 10022,null null,
5117,29513058.0,"Access, Inc.",'+1 502 736 0226,1441 Lincoln Ave Louisville KY 40213,1441 Lincoln Ave Louisville KY 40213,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5118,30264329.0,Priority Communication Services LLC dba Telecloud,4699980347,425 Old Newman Rd #202 Frisco TX 75036,140 Waters Edge Way Oak Point TX 75068,Complete STIR/SHAKEN Implementation
5119,21751052.0,Rubard LLC d/b/a Centmobile,,BOX 180671878 Sioux Falls SD 57186,null null,
5120,31452477.0,Hotel Genie,7142610174,1511 southern trials circle WASHINGTON UT 84780,1511 southern trials circle WASHINGTON UT 84780,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5122,31452345.0,Cyford Technologies LLC,,1007 Green St Se conyers GA 30012,null null,
5123,19100361.0,C9 Operations.,9543765787,1733 king james drive alabaster AL 35007,2400 NE 10th Street Unit 202 Pompano Beach FL 33062,Complete STIR/SHAKEN Implementation
5124,31452485.0,ODD Network BV,'+15618590633,"Groot Davelaar 22-23   Willemstad, Netherlands Antilles","Groot Davelaar 22-23   Willemstad, Netherlands Antilles",Complete STIR/SHAKEN Implementation
5125,23395700.0,US DIRECTORY ASSISTANCE INC,401-447-0260,200 MIDDLE HWY #249 BARRINGTON RI 02806,200 MIDDLE HWY #249 BARRINGTON RI 02806,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5126,21417548.0,"SecureNetMD, LLC",302-645-7770,16557 Coastal Hwy Lewes DE 19958,16557 Coastal Hwy Lewes DE 19958,Complete STIR/SHAKEN Implementation
5127,20598157.0,Solutions Express Ltd.,800.411.3611,59 Hampshire Road Bronxville NY 10708,59 Hampshire Road Bronxville NY 10708,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5129,31444862.0,"Premier Business Technologies, LLC",4104837200,1401 S. Edgewood St. 101 Halethorpe MD 21227,1401 S. Edgewood St. 101 Halethorpe MD 21227,Complete STIR/SHAKEN Implementation
5130,31452956.0,SECURE,6177924502,309 Old Colony Ave PMB #60 South Boston MA 02127,309 Old Colony Ave PMB #60 South Boston MA 02127,Complete STIR/SHAKEN Implementation
5131,21771951.0,"DYL, LLC",888-310-4474,4551 Glencoe Ave #155 Marina del Rey CA 90292,400 Corporate Pointe #850 Culver City CA 90230,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5132,31452790.0,DealerPeak,5306820433,PO Box 25626 Portland OR 97298,1000 Lincoln Rd Suite H PMB 98 Yuba City CA 95991,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5133,31447675.0,Puma Public Adjusters,773-814-0864,6518 N WASHTENAW AVE Chicago IL 60645,6518 N WASHTENAW AVE Chicago IL 60645,Complete STIR/SHAKEN Implementation
5134,19053214.0,Red Road Telecom LLC,8084432700,PO BOX 437241 Kamuela HI 96743,PO BOX 437241 Kamuela HI 96743,Complete STIR/SHAKEN Implementation
5135,25610924.0,"Fully Functional Technology, Inc",,527 E. Lemon Ave Monrovia CA 91016,null null CA,
5136,31439516.0,G&M Holdings LLC,919-561-3588,51 E Jefferson St 2249 Orlando FL 32801,51 E Jefferson St 2249 Orlando FL 32801,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5139,25343104.0,"Zella Technologies, LLC",9855204824,43233 S Airport Rd STE 103 Hammond LA 70403,43233 S Airport Rd STE 103 Hammond LA 70403,Complete STIR/SHAKEN Implementation
5140,25685512.0,"Servicios Ampliados de Telefonos, S. A. (SATEL)",'+1-809-503-1364,"Ave. San Martin No.1, Sector Don Bosco D. N.  Santo Domingo, Dominican Republic","Ave. San Martin No.1, Sector Don Bosco D. N.  Santo Domingo, Dominican Republic",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5141,28631455.0,"Vonix, LLC",4072898920,3361 Rouse Rd Ste 100 OVIEDO FL 32817,3361 Rouse Road Suite 100 Orlando FL 32817,Complete STIR/SHAKEN Implementation
5142,31442072.0,"BrightArrow Technologies, Inc.",425-558-2100,PO Box 7493 Bellevue WA 98008,PO Box 7493 Bellevue WA 98008,Complete STIR/SHAKEN Implementation
5143,31453319.0,TOSKR Inc. dba GetThru,5102969032,9450 SW Gemini Dr PMB 79340 Beaverton OR 97008,9450 SW Gemini Dr PMB 79340 Beaverton OR 97008,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5144,31453665.0,Atom Telecom Pty Ltd,'+61283176200,"L2, 213 Miller Street NSW 2060 North Sydney, Australia","L2, 213 Miller Street NSW 2060 North Sydney, Australia",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5145,31453798.0,Axvoice Inc.,2129339460,3047 Brighton 1st Street Brooklyn NY 11235,3047 Brighton 1st Street Brooklyn NY 11235,Complete STIR/SHAKEN Implementation
5146,31407109.0,Computer Linx,6613336311,2125 Brundage Lane Bakersfield CA 93311,2125 Brundage Lane Bakersfield CA 93311,Complete STIR/SHAKEN Implementation
5147,24584906.0,Voicisity LLC,9729059900,PO Box 118450 Dallas TX 75254,2351 W Northwest Highway Ste 2203 Dallas TX 75220,Complete STIR/SHAKEN Implementation
5149,25972696.0,New Success Inc.,4103370406,PO BOX 42410 Towson MD 21284,4203 Fullerton Av. NOTTINGHAM MD 21236,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5150,31434996.0,"MCN Online, LLC",,492C Cedar Lane Suite 191 Teaneck NJ 07666,null null,
5151,28276657.0,"NextGi, LLC",7753873978,PO BOX 1615 Reno NV 89505,PO BOX 1615 Reno NV 89505,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5152,31410137.0,"Advanced Procomm, LLC",7725638117,1598 78th Avenue Vero Beach FL 32966,1598 78th Avenue Vero Beach FL 32966,Complete STIR/SHAKEN Implementation
5153,20306171.0,"JORP, LLC",,650 Poydras St Suite 1040 New Orleans LA 70130,null null LA,
5154,31454499.0,"Cleantech Ventures, Inc.",6097200300,12 Roszel Road Ste A204 PRINCETON NJ 08540,12 Roszel Road Ste A204 PRINCETON NJ 08540,Complete STIR/SHAKEN Implementation
5155,31454226.0,"Tritel Communications, Inc.",'+63284007402,"Unit 348 3F Polar Center Bldg. , EDSA cor Cornell St.,, Brgy. Wack-Wack, Metro Manila 1550 Mandaluyong, Philippines","Unit 348 3F Polar Center Bldg. , EDSA cor Cornell St.,, Brgy. Wack-Wack, Metro Manila 1550 Mandaluyong, Philippines",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5156,31454713.0,Mayhem Innovations LLC.,4076842055,6300 Parc Corniche Drive Orlando FL 32821,6300 Parc Corniche Drive Orlando FL 32821,Complete STIR/SHAKEN Implementation
5157,31454747.0,Acestar Telecoms Hong Kong Ltd.,'+85258085729,"Unit I 14/F 129 Kings Road Hong Kong island  North Point, Hong Kong","Unit I 14/F 129 Kings Road Hong Kong island  North Point, Hong Kong",Complete STIR/SHAKEN Implementation
5158,31454697.0,TRUE MOVE H UNIVERSAL COMMUNICATION,'+6628582310,"18 True Tower Ratchadaphisek road  10310 Bangkok, Thailand","18 True Tower Ratchadaphisek road  10310 Bangkok, Thailand",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5159,31455132.0,Digihero,'+31103060000,"Westblaak 100   Rotterdam, Netherlands","Westblaak 100   Rotterdam, Netherlands",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5160,31455264.0,MRB Networks,,2636 Idaho Ave S Minneapolis MN 55426,null null,
5161,31453145.0,MEA Financial Enterprises,4172355144,205 East Broadway Monett MO 65708,205 East Broadway Monett MO 65708,Complete STIR/SHAKEN Implementation
5162,18767012.0,"Michigan Cable Partners, Inc.",231-893-7500,PO Box 100 8800 Ferry Street Montague MI 49437,PO Box 100 8800 Ferry Street Montague MI 49437,Complete STIR/SHAKEN Implementation
5163,31378839.0,Beltalk Technologies Pvt Ltd,'+9112162382581,"ASO 326, ASTRA TOWERS , MAJOR ARTERIAL ROAD, PLOT NO 2C/1,, ACTION AREA IIC West Bengal 700161 Kolkata, India","ASO 326, ASTRA TOWERS , MAJOR ARTERIAL ROAD, PLOT NO 2C/1,, ACTION AREA IIC West Bengal 700161 Kolkata, India",Complete STIR/SHAKEN Implementation
5164,18162040.0,LoopUp LLC,'+1 866 927 0088,"282 2nd Street, Suite 200 San Francisco CA 94105","282 2nd Street, Suite 200 San Francisco CA 94105",Complete STIR/SHAKEN Implementation
5165,31451743.0,SolidTelecoms LLC,5619291600,1013 Centre Road Suite 403-A Wilmington DE 19805,1013 Centre Road Suite 403-A Wilmington DE 19805,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5166,17432535.0,"IFAX Services, Inc DBA IFS LLC, DBA Impact Telecomm Services",5133329000,PO Box 36342 Cincinnati OH 45236,PO Box 36342 Cincinnati OH 45236,Complete STIR/SHAKEN Implementation
5167,25840646.0,"Point Wireless Brokers, LLC dba eSquared Communication Consulting",4804221455,4625 S. Ash Ave Ste J-17 Tempe AZ 85282,4645 S Ash Ave Ste I-06 Tempe AZ 85282,Complete STIR/SHAKEN Implementation
5168,4928255.0,"Ragland Telephone Co., Inc.",2055050836,630 Main Street PO Box 577 Ragland AL 35131,1901 3rd Ave N Pell City AL 35125,Complete STIR/SHAKEN Implementation
5169,20547196.0,"Arctele Communications, Inc.",7026507142,848 N Rainbow Bld #588 Las Vegas NV 89107,848 N Rainbow Bld #588 Las Vegas NV 89107,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5170,31418494.0,"Total Telecom Solutions, LLC",2567243101,103 Glenhaven Cir Harvest AL 35749,103 Glenhaven Cir Harvest AL 35749,Complete STIR/SHAKEN Implementation
5172,21791843.0,Sharpen Technologies Inc.,(855) 249-3357,101 W. Washington St. STE 600 Indianapolis IN 46204,101 W. Washington St. STE 600 Indianapolis IN 46204,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5173,31455355.0,DGCP TOP IT SOLUTIONS,'+18292343453,"MQ, Edif. 44, Suite 303   Santo DOmingo, Dominican Republic","MQ, Edif. 44, Suite 303   Santo DOmingo, Dominican Republic",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5174,23546690.0,"Dakota Internet Partners, Inc",,4003 E. Speedway Blvd Suite 111 Tucson AZ 85712,null null,
5175,31456411.0,RealmConnect,,1161 Mauldin Road PO Box 1149 Calhoun GA 30701,null null,
5176,30948343.0,Sipnex Telecom LLC,(833) 665-2220,1001 Main St. Suite 600 #27 Lubbock TX 79401,1001 Main St. Suite 600 #27 Lubbock TX 79401,Complete STIR/SHAKEN Implementation
5177,31418130.0,"NuTech Services, LLC.",8102309455,PO Box 204 Grand Blanc MI 48480,PO Box 204 Grand Blanc MI 48480,Complete STIR/SHAKEN Implementation
5178,31456072.0,Kunnect LLC,9542711329,5769 N Andrews Way Ft Lauderdale FL 33309,5769 N Andrews Way Ft Lauderdale FL 33309,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5179,31124746.0,CommPeak Limited,'+16052525854,"1003 Centre Point, 181-185 Gloucester Road   Wan Chai, Hong Kong","1003 Centre Point, 181-185 Gloucester Road   Wan Chai, Hong Kong",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5180,31453699.0,"AccuCloud, Inc",9192495060,PO Box 861 Holly Springs NC 27540,PO Box 861 Holly Springs NC 27540,Complete STIR/SHAKEN Implementation
5181,31451909.0,eTechnus Corp,3479442317,61 Willard Ave Totowa NJ 07512,61 Willard Ave Totowa NJ 07512,Complete STIR/SHAKEN Implementation
5182,31438559.0,"NYGroup.com, LLC",8457659505,48 Howland Av Beacon NY 12508,48 Howland Av Beacon NY 12508,Complete STIR/SHAKEN Implementation
5183,31456791.0,SOTEK Solutions,4064224844,1425 Birch St Suite E Helena MT 59601,1425 Birch St Suite E Helena MT 59601,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5184,31456866.0,zyis digital,3057532526,5235 w broward blvd plantation FL 33317,5235 w broward blvd Plantation FL 33317,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5185,31339435.0,Internet Communication Network Services LLC,7183031035,130-03 223rd ST Laurelton NY 11413,130-03 223rd ST Laurelton NY 11413,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5186,31446511.0,Intsigna,9499230723,1801 Park Court Place STE 102 Santa Ana CA 92701,1801 Park Court Place STE 102 Santa Ana CA 92701,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5187,31456999.0,JE Technology LLC,9174324309,1953 east 4th Street Brooklyn NY 11223,1953 east 4th Street Brooklyn NY 11223,Complete STIR/SHAKEN Implementation
5188,31456841.0,NCWC,7329189299,3430 Sunset Ave STE 1A Ocean NJ 07712,3430 Sunset Ave STE 1A Ocean NJ 07712,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5189,31451990.0,DirectNet Corp,'+15195052652,"215-55 Northfield Dr E Ontario N2K3T6 Waterloo, Canada","215-55 Northfield Dr E Ontario N2K3T6 Waterloo, Canada",Complete STIR/SHAKEN Implementation
5190,31446834.0,Bravad ti,'+18199194073,"2424 King O #200 Qc  Sherbrooke, Canada","2424 King O #200 Qc  Sherbrooke, Canada",Complete STIR/SHAKEN Implementation
5191,31457187.0,Cybertech Solutions Inc,,23 Spectrum Pointe Drive 202 Lake Forest CA 92630,null null,
5192,31456262.0,"Nuance Communications, Inc",3034080617,1 Wayside Rd Burlington MA 01803,1 Wayside Rd Burlington MA 01803,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5193,31457153.0,Clearline Connections,9545192206,1373 SW 12th Ave Pompano Beach FL 33069,1373 SW 12th Ave Pompano Beach FL 33060,Complete STIR/SHAKEN Implementation
5194,31447089.0,ABC Marketing Services Corp Ltd,'+5016295706,4405 Peters Road Planatation FL 33317,#98 Hillview Santa Elena na Cayo,Complete STIR/SHAKEN Implementation
5195,31455868.0,Your Business I.T. Inc.,'+12262434569,"295 Weber St. N Ontario N2J 3H8 Waterloo, Canada",295 Weber St. N Unit 5 Waterloo N2J 3H8 Ontario,Complete STIR/SHAKEN Implementation
5196,20233508.0,DirectLink,7208511111,PO Box 819 Parker CO 80134,9897 N Delbert Road parker CO 80134,Complete STIR/SHAKEN Implementation
5198,10039147.0,"Communication Construction Services, Inc",5617751208,4400 PGA Boulevard Suite 200 Palm Beach Gardens FL 33410,4400 PGA Boulevard Suite 200 Palm Beach Gardens FL 33410 Florida,Complete STIR/SHAKEN Implementation
5199,22453484.0,TECHNOTIME BUSINESS SOLUTIONS LLC,9732468153,1 Madison Street B1 EAST RUTHERFORD NJ 07073,1 Madison Street B1 EAST RUTHERFORD NJ 07073,Complete STIR/SHAKEN Implementation
5200,29921087.0,theschmied LLC,7862203410,30 N Gould St. Ste 1143 Sheridan WY 82801,30 N Gould St. Ste 1143 Sheridan WY 82801,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5201,31457468.0,Global Technology Service Providers,'+13479950320,209 Rightor Stree Helena AR 72342,209 Rightor Stree Helena AR 72342,Complete STIR/SHAKEN Implementation
5202,31457401.0,Live Wire Comm LLC,,2080 w 9th ave 104 oshkosh WI 54904,null null,
5203,31457526.0,Mahi Cloud Computing,,3920 NE 24th Ave Lighthouse Point FL 33064,null null,
5204,26182196.0,Telin Systems LLC,'+1 716 671 3200,105 Eisenhower Parkway Suite 203 Roseland NJ 07068,105 Eisenhower Parkway Suite 203 Roseland NJ 07068,Complete STIR/SHAKEN Implementation
5205,31457534.0,"General Computer Technologies, Inc.",3055592277,14750 SW 26th ST STE 206 Miami FL 33185,14750 SW 26th ST STE 206 Miami FL 33185,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5206,31428022.0,Onetree LLC,619 633 3827,"112 Capitol Trail Suite A, Newark, DE, 1 Newark DE 19711","112 Capitol Trail Suite A, Newark, DE, 1 Newark DE 19711",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5207,31457161.0,INFO DEPOTS LLC,'+16462573459,70-26 Groton Street Forest Hills NY 11375,70-26 Groton Street Forest Hills NY 11375,Complete STIR/SHAKEN Implementation
5208,15017189.0,"Bug Tussel Wireless, LLC",920-562-7843,PO Box 1060 Green Bay WI 54305,417 Pine Street Green Bay WI 54311,Complete STIR/SHAKEN Implementation
5209,31457567.0,Byrne Technology LLC,,PO Box 9351 Tacoma WA 98490,null null,
5210,27948983.0,TechNet Computing LLC,8607400328,310 Saybrook Rd Haddam CT 06441,310 Saybrook Rd Haddam CT 06441,Complete STIR/SHAKEN Implementation
5211,31048721.0,Travel Edge INC,'+16472603837,333 City Blvd. West Suite 1700 Orange CA 92868,"2 Queen Street East, 2nd Floor 2nd Floor Toronto CA M5C 3G7 ON",Complete STIR/SHAKEN Implementation
5212,31457310.0,"AluChem, Inc.",5137338519,1 Landy Ln Cincinnati OH 45215,1 Landy Ln Cincinnati OH 45215,Complete STIR/SHAKEN Implementation
5213,31360696.0,Telecable S.A,'+50640804000,"Mata Redonda San Jose 10108 Sabana Este, Costa Rica","Mata Redonda San Jose 10108 Sabana Este, Costa Rica",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5214,31457633.0,Multi State Commercial Insurance agency,4696387500,2300 Valley View Lane STE 635 Irving TX 75062,2300 Valley View Lane STE 635 Irving TX 75062,Complete STIR/SHAKEN Implementation
5215,31380322.0,"Long Distance Movers, Inc",5614134396,4731 W Atlantic Ave Suite B14 Delray Beach FL 33445,4731 W Atlantic Ave Suite B14 Delray Beach FL 33445,Complete STIR/SHAKEN Implementation
5216,3733854.0,"AmeriVision Communications, Inc.",800-800-7550,2037 Laskin Road Virginia Beach VA 23454,2037 Laskin Road Virginia Beach VA 23454,Complete STIR/SHAKEN Implementation
5217,31457369.0,GAMA Network Solutions,8652072108,9219 Middlebrook Pike Suite 300 Knoxville TN 37931,9219 Middlebrook Pike Suite 300 Knoxville TN 37931,Complete STIR/SHAKEN Implementation
5218,31457591.0,Webforma Inc,3129245774,503 White Oak dr Naperville IL 60540,503 White Oak Dr Naperville IL 60540,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5219,15680374.0,"Michigan Wireless, LLC",920-562-7843,PO Box 1060 Green Bay Wisconsin 54305,417 Pine Street Green Bay WI 54311,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5220,31457856.0,MSRNE,2072193565,POB 426 6 Day Street Kennebunk ME 04043,POB 426 6 Day Street Kennebunk ME 04043,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5222,31457815.0,WTS,,1004 Fairmont St Greensboro NC 27401,null null,
5223,20956215.0,"Business Telecommunication Systems, Inc",951-493-3001,549 W. Bateman Circle Corona CA 92878,549 W. Bateman Circle Corona CA 92878,Complete STIR/SHAKEN Implementation
5224,31457955.0,SBS Indy,317-608-0000,361 Tansey Xing Westfield IN 46074,361 Tansey Xing Westfield IN 46074,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5225,25810391.0,Interfor Networks LLC,3042120700,3790 Grafton Road Morgantown WV 26508,3790 Grafton Road Morgantown WV 26508,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5226,31457484.0,HershyH Corp,8459994449,1274 49th Street Apt 436 Brooklyn NY 11219,1274 49th Street Apt 436 Brooklyn NY 11219,Complete STIR/SHAKEN Implementation
5227,31456346.0,Navegalo,,"Edificio Colon, Costa Rica San Jose 000000 San Jose, Costa Rica",null null,
5228,31452964.0,Oak View Law Group,8005306854,11899 Edgewood Road Suite L4 Auburn CA 95603,11899 Edgewood Road Suite L4 Auburn CA 95603,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5229,31458169.0,Vultik INC,833-542-6822,312 W 2nd St STE 2104 Casper WY 82601,312 W 2nd ST STE 2104 Casper WY 82601,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5230,31458011.0,"2n1 Tech Solutions, Inc.",8582002011,10721 Treena st. Ste 130 San Diego CA 92131,10731 Treena st. Suite 130 San Diego CA 92131,Complete STIR/SHAKEN Implementation
5231,31452303.0,Net-Voice Telecom,6469964443,4757 MIRAGE BAY CIR UNIT 315 FORT MYERS FL 33907,4757 MIRAGE BAY CIR UNIT 315 FORT MYERS FL 33907,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5232,31458219.0,MCEDD,541-296-2266,802 Chenowith Loop Rd The Dalles OR 97058,805 Chenowith Rd The Dalles OR 97058,Complete STIR/SHAKEN Implementation
5233,12357950.0,"Next Communications, Inc.",800-964-9428,520 West Ave # 701 Miami Beach Florida 33139,520 West Ave # 701 Miami Beach Florida 33139,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5234,22247332.0,EVACOMM CORP,8584008200,663 S RANCHO SANTA FE RD STE 200 SAN MARCOS CA 92078,663 S RANCHO SANTA FE RD STE 200 SAN MARCOS CA 92078,Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
5235,31457500.0,NCT Holdings LLC,3476145400,104 PARKVILLE AVE BROOKLYN NY 11230,104 PARKVILLE AVE BROOKLYN NY 11230,Complete STIR/SHAKEN Implementation
5236,31458268.0,"Access Business Technologies, LLC",916-248-7910,850 Iron Point Rd STE 100 Folsom CA 95630,850 Iron Point Rd STE 100 Folsom CA 95630,Complete STIR/SHAKEN Implementation
5238,31458573.0,Nexus IT Consultants LLC,4354879099,650 S 500 W STE 193 Salt Lake City UT 84101,650 S 500 W STE 193 Salt Lake City UT 84101,Complete STIR/SHAKEN Implementation
5239,28771285.0,"Central Point Networks, LLC.",5592749700,4725 Panama Ln. #D3-151 Bakersfield CA 93313,4725 Panama Ln. #D3-151 Bakersfield CA 93313,Complete STIR/SHAKEN Implementation
5240,31458383.0,Tranquil-IT,5122014420,2704 N Walker Dr Leander TX 78641,2704 N Walker Dr Leander TX 78641,Complete STIR/SHAKEN Implementation
5241,25662982.0,"United2, LLC",(818) 800-0000,505 N. Brand Blvd. 16th Floor Glendale CA 91203,505 N. Brand Blvd. 16th Floor Glendale CA 91203,Complete STIR/SHAKEN Implementation
5242,31458789.0,Teloro,7147844990,"Dr ATL  2084 BC 22010 Tijuana, Mexico","Dr ATL  2084 BC 22010 Tijuana, Mexico",Complete STIR/SHAKEN Implementation
5243,31459076.0,"ALTTECO, INC.",'+15146000444,"400 Cure-Labelle, suite 414 Quebec H7V2S7 Laval, Canada","400 Cure-Labelle, suite 414 Quebec H7V2S7 Laval, Canada",Complete STIR/SHAKEN Implementation
5244,31459167.0,"Fidalgo Networking, Inc.",3605429660,1725 Continental Place Suite D Mount Vernon WA 98273,1725 Continental Place Suite D Mount Vernon WA 98273,Complete STIR/SHAKEN Implementation
5245,31456650.0,Medical Management of IL,847-593-8460,304 Wainwright Dr. Northbrook IL 60062,304 Wainwright Northbrook IL 60062,No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5246,31459308.0,Namo Solutions Inc,'+1-408-263-5800,"1313 N. Milpitas Blvd, suite 2 suite 285 milpitas CA 95035","1313 N. Milpitas Blvd, suite 2 suite 285 milpitas CA 95035 CA",Complete STIR/SHAKEN Implementation
5247,31414949.0,"Airklic Technologies, LLC",8442475542,7750 Okeechobee Blvd Suite 4-344 West Palm Beach FL 33411,7750 Okeechobee Blvd #4344 West Palm Beach FL 33411,Complete STIR/SHAKEN Implementation
5248,31459811.0,Babble Cloud Limited,'+441134574447,"Bury House, 31 Bury Street  EC3A 5AR London, United Kingdom","Bury House, 31 Bury Street  EC3A 5AR London, United Kingdom",Complete STIR/SHAKEN Implementation
5249,31318314.0,Carl  Brown,7184774663,5907 175 place suites  Ph fresh meadows NY 11365,5907 175 place suites  Ph fresh meadows NY 11365,Complete STIR/SHAKEN Implementation
5250,31384753.0,New Paradigm Technologies,,412 Denrock Ave Dalhart TX 79022,null null,
5251,31457914.0,lnvesta Dual S.A. de C.V,'+52-5511294085,"Calle nro66 Col Centro nro496 Yucatan 97000 Merida, Mexico","Calle nro66 Col Centro nro496 Yucatan 97000 Merida, Mexico",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
5252,31459399.0,ON TECH LLC,3055173685,9590 NW 40th Street Rd DORAL FL 33178,9590 NW 40th Street RD Miami FL 33178,Complete STIR/SHAKEN Implementation
