index,frn,business_name,contact_telephone_number,business_address,contact_business_address,implementation
3326,0004579496,"Albany, Water, Gas and Light Commission",229-302-1121,"P.O. Box 447
225 Pine Avenue
ALBANY GA 31702","211 N. Jefferson Street
Albany GA 31701
Georgia",Complete STIR/SHAKEN Implementation
3327,0031385263,Forward Intellect LLC,239-317-1275,"27615 US HWY 27
Suite 109-173
Leesburg FL 34748","27615 US HWY 27
Suite 109-173
Leesburg FL 34748",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3328,0031385792,Call 4 Health Inc.,8552443258,"2855 S. Congress Ave.
Suites A & B
Delray Beach FL 33445","2855 S. Congress Ave.
Suites A & B
Delray Beach FL 33445",Complete STIR/SHAKEN Implementation
3329,0031385735,,9089983638,"261 Ocean Ave
sea bright NJ 07760","261 Ocean Ave
sea bright NJ 07760",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3330,0031222433,Sonora Communications Incorporated,'+1 5204072000,"1215 E. Pennsylvania Street
Tucson AZ 85714","1215 E. Pennsylvania Street
Suite 130
Tucson AZ 85714",Complete STIR/SHAKEN Implementation
3331,0021908868,"Night Owl Wireless, LLC",5634470177,"P.O. Box 124
Walcott IA 52773","P.O. Box 124
Walcott IA 52773",Complete STIR/SHAKEN Implementation
3332,0031384589,Virtual Impressions Incorporated,4024031000,"1313 Road U
Waco NE 68460","1313 Road U
Waco NE 68460",Complete STIR/SHAKEN Implementation
3333,0023357593,"Gertge Technology, LLC",970-842-6500,"109 Clayton Street
Brush CO 80723","109 Clayton Street
Brush CO 80723",Complete STIR/SHAKEN Implementation
3334,0028420107,MessageUs LLC,9523009825,"PO Box 116
Chaska MN 55318","9307 Bridle Way
Victoria MN 55386",Complete STIR/SHAKEN Implementation
3335,0031385420,KosmosCommunications LLC,3072272527,"30 N Gould St, Ste R
sheridan WY 82891","30 N Gould St, Ste R
sheridan WY 82891",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3336,0031385388,CoreVox LLC,2153901100,"220 Ford St
Suite 205
Norristown PA 19401","220 Ford St
Suite 205
Norristown PA 19401",Complete STIR/SHAKEN Implementation
3337,0031386113,Spectrum Business Technologies,3606371090,"PO Box 602
Aberdeen WA 98520","1227 Kawana Ter
7111
Santa Rosa CA 95404",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3338,0031385990,Network Circle,'+917669362525,"A63 gautampuri badarpur
Badarpur 11004 New Delhi, India","A63 gautampuri badarpur
Badarpur 11004 New Delhi, India",Complete STIR/SHAKEN Implementation
3339,0028096717,Syneteks,3038793601,"9457 S. University Blvd., #126
#126
Littleton CO 80126","9457 S. University Blvd., #126
#126
Littleton CO 80126",Complete STIR/SHAKEN Implementation
3340,0021759212,"Eastern Shore Communications, LLC",7576952080,"PO Box 615
23120 Lankford Hwy
cape charles VA 23310","PO Box 615
cape charles VA 23310",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3341,0031332349,Jingler Networks LLC,8186884400,"P.O. Box 1927
Dubois WY 82513","1329 Linda Vista Ave
Pasadena CA 91103
CA",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3342,0031386212,Disaster Networks,4175129990,"2065 S. Crescent Pl
Springfield MO 65809","2065 S. Crescent Pl
Springfield MO 65809",Complete STIR/SHAKEN Implementation
3343,0031386196,TekCollect,614-495-1414,"871 Park St
Columbus OH 43215","871 Park St
Columbus OH 43215",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3344,0031386253,Shinn & Associates,N/A,"PO Box 693325
Stockton CA 95269","null
null",N/A
3345,0023600232,"TeleVoIPs, L.L.C.",8136555100,"1130 Bell Shoals Road
Brandon FL 33511","1130 Bell Shoals Road
Brandon FL 33511",Complete STIR/SHAKEN Implementation
3346,0021883640,SkyRider Communications LLC,8005367035,"308 Pine Street
West Monroe LA 71291","308 Pine Street
West Monroe LA 71291",Complete STIR/SHAKEN Implementation
3347,0027934751,"Losh Communications, Inc.",4178870404,"2037 West Woodland St
Springfield MO 65807","2037 West Woodland St
Springfield MO 65807",Complete STIR/SHAKEN Implementation
3348,0019629583,Central Park Systems Corporation,9162354200,"4952 Windplay Drive Suite B
El Dorado Hills CA 95762","4952 Windplay Drive Suite B
El Dorado Hills CA 95762",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3349,0023177850,Persistent Telecom Inc,'+1 732 940 5577,"1100 Cornwall Road
Monmouth Junction NJ 08852","1100 Cornwall Road
Monmouth Junction NJ 08852",Complete STIR/SHAKEN Implementation
3350,0004344339,American Phone Services,7705691213,"308 Maxwell Dr.
Suite 100
Alpharetta GA 30009","2400 Old Milton Parkway
#387
Alpharetta GA 30009",Complete STIR/SHAKEN Implementation
3351,0028990836,"Zeta Broadband, Inc.",9163540190,"PO BOX 537
Rancho Murieta CA 95683","PO BOX 537
Rancho Murieta CA 95683
California",Complete STIR/SHAKEN Implementation
3352,0031386394,"Provide Net, LLC",734-480-4200,"663 S Hewitt Rd
Ypsilanti MI 48197","663 S Hewitt Rd
Ypsilanti MI 48197",Complete STIR/SHAKEN Implementation
3353,0031313174,"G&C Interconnects, Ltd.",6784365590,"4330 S LEE ST
BUILDING 800B
Buford GA 30518","4330 S LEE ST
BUILDING 800B
Buford GA 30518",Complete STIR/SHAKEN Implementation
3354,0031386352,SimplyCast Interactive Marketing Ltd,'+18663236572,"250 Baker Dr, Suite 236
NS B2W3Y6 Dartmouth, Canada","250 Baker Dr, Suite 236
NS B2W3Y6 Dartmouth, Canada",Complete STIR/SHAKEN Implementation
3355,0031295595,Third Hatch Inc,2064532921,"2226 Eastlake Ave E
NBR 140
Seattle WA 98102","2226 Eastlake Ave E
#140
Seattle WA 98102",Complete STIR/SHAKEN Implementation
3356,0031316482,,5622920028,"15130 Ryon Ave.
Bellflower CA 90706","15130 Ryon Avenue
Bellflower CA 90706",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3357,0031375900,Siptivate,'+1831-438-2900,"225 Rooney Street
Suite A
Santa Cruz CA 95065","225 Rooney Street
Santa Cruz CA 95065
California",Complete STIR/SHAKEN Implementation
3358,0019342112,"MGW Long Distance, L.L.C.",5407120250,"29 N. Central Ave.
Staunton VA 24401","29 N. Central Ave.
Staunton VA 24401",Complete STIR/SHAKEN Implementation
3359,0031385396,MGD Technical,4692108647,"6841 Virginia Pkw
Suite 103-127
McKinney TX 75071","6841 Virginia Pkw
McKinney TX 75071",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3360,0018069666,"DMCI Broadband, LLC",5177973710,"3979 Sand Lake Road
Reading MI 49274","4751 S Edon Rd
Reading MI 49274",Complete STIR/SHAKEN Implementation
3361,0031386626,PCF Corp,N/A,"2136 Ford Parkway
#5330
Saint Paul MN 55116","null
null",N/A
3362,0031386634,MIS Solutions Inc,N/A,"4485 Tench Rd
Suite 440
Suwanee GA 30024","null
null",N/A
3363,0026179283,ICS Communications,6143259119,"501 Bowtown Road
Delaware OH 43015","501 Bowtown Road
Delaware OH 43015
Ohio",Complete STIR/SHAKEN Implementation
3364,0031386592,Corporate Communications,N/A,"2828 N. Speer Blvd #130
Denver CO 80211","null
null",N/A
3365,0031386584,664266 N.-B. Inc.,N/A,"527 Dundonald Street, Suite 111
New Brunswick E3B1X5 Fredericton, Canada","null
null",N/A
3366,0031386360,Total Tech of AR,N/A,"32 sierra drive
HOT SPRINGS VILLAGE AR 71909","null
null",N/A
3367,0028804953,"CrossTalk Solutions, LLC",5417878870,"PO Box 70333
Springfield Oregon 97475","PO Box 70333
Springfield OR 97475",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3368,0031386717,Triumph Merchant Solutions,8582254580,"2305 Historic Decatur Rd
Ste 100
San Diego CA 92106","2305 Historic Decatur Rd
Ste 100
San Diego CA 92106",Complete STIR/SHAKEN Implementation
3369,0031284516,"Carrier Solutions, LLC",6194920077,"1450 Frazee Road
307
San Diego CA 92108","1450 Frazee Road
Suite 307
San Diego CA 92108",Complete STIR/SHAKEN Implementation
3370,0031386303,"Internet Doorway, Inc.",N/A,"PO Box 22488
Jackson MS 39225","null
null",N/A
3371,0031386741,Redial LLC,'+18583821636,"4275 Executive Square
Ste 200
La Jolla CA 92037","4275 Executive Square
STE 200
La Jolla CA 92037",Complete STIR/SHAKEN Implementation
3372,0021612304,Voice Carrier LLC,4082013946,"9711 Mason Rd,
Suite 125, Box 605
Richmond TX 77404","9711 Mason Rd,
Suite 125, Box 605
Richmond TX 77404",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3373,0017347972,"Level 3 Telecom of Alabama, LLC",3037073844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3374,0020738241,"Advanced Technology Distributors, Inc",209-541-1111,"1571 E. Whitmore Avenue
Ceres CA 95307","1571 E. Whitmore Avenue
Ceres CA 95307",Complete STIR/SHAKEN Implementation
3375,0027133545,"Zito West Holding, LLC",8142600127,"102 S. Main Street
Coudersport PA 16915","102 S. Main St
Coudersport PA 16915",Complete STIR/SHAKEN Implementation
3376,0004352274,"Level 3 Telecom of Arizona, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3377,0017348012,"Level 3 Telecom of Arkansas, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3378,0004351110,"Level 3 Telecom of California, LP",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3379,0031386873,AZPIRED Inc,2139739506,"18 Greenside Dr
las vegas NV 89141","18 Greenside Dr
Las Vegas NV 89141",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3380,0004351086,"Level 3 Telecom of Colorado, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3381,0017348038,"Level 3 Telecom of D.C., LLC",303-707-3844,"100 CenturyLink Dr. Mailstop:3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3382,0004351466,"Level 3 Telecom of Florida, LP",303-707-3844,"100 CenturyLink Drive Mailstop:3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3383,0004351383,"Level 3 Telecom of Georgia, LP",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3384,0023316748,"Zoom Telcom, LLC",7622456440,"727 Woodbine Dr
Sandersville GA 31082","727 Woodbine Dr
Sandersville GA 31082",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3385,0020165007,,979-999-7000,"P.O. Box 163
Kurten TX 77862","P.O. Box 163
Kurten TX 77862",Complete STIR/SHAKEN Implementation
3386,0004351169,"Level 3 Telecom of Hawaii, LP",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3387,0022670152,"Top Notch Networking, LLC",7602416518,"13829 Park Ave.
Victorville CA 92392","13829 Park Ave.
Victorville CA 92392",Complete STIR/SHAKEN Implementation
3388,0004352266,"Level 3 Telecom of Idaho, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3389,0004352308,"Level 3 Telecom of Illinois, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3390,0004351276,"Level 3 Telecom of Indiana, LP",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3391,0031387152,Friendly Voip Inc.,833-692-8647,"576 Avenue Z
Suite 4D
Brooklyn NY 11223","576 Avenue Z
Suite 4D
Brooklyn NY 11223",Complete STIR/SHAKEN Implementation
3392,0017348061,"Level 3 Telecom of Kansas City, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
DC",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3393,0031385156,TalkCycle LLC,6503535600,"503 E. Mcdowell Road
Phoenix AZ 85004","503 E. Mcdowell Road
Phoenix AZ 85004
ARIZONA",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3394,0017348087,"Level 3 Telecom of Kentucky, LLC",303-707-3884,"100 CenturyLink Dr.
Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3395,0017348111,"Level 3 Telecom of Louisiana, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3396,0017348202,"Level 3 Telecom of Maryland, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
D",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3397,0031387210,Systemverse,5126001127,"7801 N. Lamar Blvd
D98
Austin TX 78752","7801 N. Lamar Blvd
D77
Austin TX 78752",Complete STIR/SHAKEN Implementation
3398,0004352290,"Level 3 Telecom of Minnesota, LLC",303-707-3844,"100 CenturyLink Drive Mailstop:3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3399,0017348210,"Level 3 Telecom of Mississippi, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3400,0004352258,"Level 3 Telecom of Nevada, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3401,0004351409,"Level 3 Telecom of New Jersey, LP",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3402,0004351417,"Level 3 Telecom of New Mexico, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3403,0004351425,"Level 3 Telecom of New York, LP",3037073844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3404,0018926618,"ACS Business Systems, Inc.",9702457088,"1305 North 4th Street
Grand Junction CO 81501","1305 North 4th Street
Grand Junction CO 81501",Complete STIR/SHAKEN Implementation
3405,0004351474,"Level 3 Telecom of North Carolina, LP",303-707-3844,"100 CenturyLink Dr. Mailstop:3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3406,0031383086,"Anonyome Labs, Inc.",253-336-5588,"32W 200S
#315
Salt Lake City UT 84101","32W 200S
#315
Salt Lake City UT 84101",Complete STIR/SHAKEN Implementation
3407,0031074990,CellTrust Corporation,4805155200,"20701 N Scottsdale Rd
Suite 107-451
Scottsdale AZ 85255","20701 N Scottsdale Rd
Suite 107-451
Scottsdale AZ 85255",Complete STIR/SHAKEN Implementation
3408,0004351482,"Level 3 Telecom of Ohio, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3409,0017348269,"Level 3 Telecom of Oklahoma, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3410,0004351573,"Level 3 Telecom of Oregon, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3411,0004352282,"Level 3 Telecom of South Carolina, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3412,0004351458,"Level 3 Telecom of Tennessee, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3413,0022205462,"Infradapt, LLC",484-546-2001,"1027 Trexlertown Rd
Trexlertown PA 18087","1027 Trexlertown Rd
Trexlertown PA 18087",Complete STIR/SHAKEN Implementation
3414,0004351128,"Level 3 Telecom of Texas, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3415,0004351557,"Level 3 Telecom of Utah, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3416,0017348590,"Level 3 Telecom of Virginia, LLC",3037073844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3417,0004351532,"Level 3 Telecom of Washington, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3418,0031387566,Amerassist A/R,6146682608,"692 Hill Road North
Pickerington OH 43147","692 Hill Road North
Pickerington OH 43147",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3419,0004351318,"Level 3 Telecom of Wisconsin, LP",303-707-3844,"100 CenturyLink Dr.
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3420,0017348145,"Level 3 Telecom Data Services, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3421,0003723822,"Level  3 Communications, LLC",3037073844,"1025 Eldorado Blvd
Broomfield CO 80021","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3422,0014942668,"Level 3 Telecom Holdings, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3423,0025633959,"Level 3 Telecom Holdings, LLC",'+303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Complete STIR/SHAKEN Implementation
3424,0015338122,"Level 3 Telecom, LLC",303-707-3844,"100 CenturyLink Dr. Mailstop: 3TCW088.2
Monroe LA 71203","660 N Capitol Street NW Suite 240 Washington DC 20001
Washington, DC DC 20001
79e868f3dba03600d02ffb0e0f961973",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3425,0031386469,Apolocom Co,'+13462506236,"11607  Parkiver Dr
HOUSTON TX 77070","11607  Parkiver Dr
HOUSTON TX 77070
Texas",Complete STIR/SHAKEN Implementation
3426,0025703554,"MetroIP Communications, LLC",'+1512-222-6150,"11701 Bee Caves Rd
Suite 170
Austin TX 78738","11701 Bee Caves Rd
Suite 170
Austin TX 78738
Texas",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3427,0023829732,"Omnispring, LLC",'+1 407-423-8561,"1711 S. Division Ave.
Orlando FL 32805","1711 S Division Ave
Orlando FL 32805",Complete STIR/SHAKEN Implementation
3428,0031073109,Nexacomm LLC,3472921970,"116 West 23rd St
5th FL
NY NY 10011","1115 Broadway
12th Floor
NY NY 10010",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3429,0031320559,DS Communications LLC,5109310529,"8147 Aldred Ct
Antelope CA 95843","8147 Aldred Ct
Antelope CA 95843",Complete STIR/SHAKEN Implementation
3430,0031388762,Lopez Telecom LLC,214-317-4310,"101 E. Park Blvd. Suite 600
Plano TX 75074","101 E. Park Blvd. Suite 600
Plano TX 75074",Complete STIR/SHAKEN Implementation
3431,0026633081,"One Internet America, LLC",9094570906,"3833 Ebony St
Ontario CA 91761","3833 Ebony St
Ontario CA 91761",Complete STIR/SHAKEN Implementation
3432,0031389083,SK BROADBAND,'+82262665993,"JUNG-GU, TOEGYE-RO 24, SK NAMSAN BUILDING
 04637 SEOUL, South Korea","JUNG-GU, TOEGYE-RO 24, SK NAMSAN BUILDING
 04637 SEOUL, South Korea",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3433,0031389158,Tikatel,N/A,"6064A Yonge street
Ontario M2M 3W6 North York,Toronto, Canada","null
null",N/A
3434,0031389265,"PrJSC ""VF Ukraine""",'+380501105600,"15, Leiptsyzka Str.
 01601 Kyiv, Ukraine","15, Leiptsyzka Str.
Kyiv 01601",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3435,0031355308,lifecell LLC,'+380632103558,"11-letter A Solomyanska St
 03110 Kyiv, Ukraine","11-letter A Solomyanska St
 03110 Kyiv, Ukraine",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3436,0019305176,"Press 8, LP",5129616828,"3267 Bee Caves Road
Suite 107-191
Austin TX 78746","2121 Lohmans Crossing Rd
Ste 504-700
Austin TX 78734
TX",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3437,0022709802,CFBTEL,9492267376,"3151 Airway Ave.
#B2
Costa Mesa CA 92626","3151 Airway Ave.
#B2
Costa Mesa CA 92626",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3438,0031385057,AnswerFirst Communications,N/A,"AnswerFirst
1602 North 21st Street
Tampa FL 33605","null
null",N/A
3439,0031389471,inGen Industries,3372503165,"209 Ole Colony Rd
Lafayette LA 70506","209 Ole Colony Rd
Lafayette LA 70506",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3440,0021584636,"Computer Troubleshooters Metro NY, LLC",212-686-1234,"188 Cafferty Rd
Pipersville PA 18947","188 Cafferty Rd
Pipersville PA 18947",Complete STIR/SHAKEN Implementation
3441,0031389562,medexbank.com,N/A,"175 Dwight Road
Longmeadow MA 01106","null
null",N/A
3442,0031385065,Open Market Inc (Infobip),3125060933,"300 Elliott Ave W
Suite 200
Seattle WA 98119","433 W Van Buren
Suite 410S
Chicago IL 60607",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3443,0031326366,newmiracles,704-221-0020,"1056 Paramount Cir
Gastonia NC 28052","1056 Paramount Cir
Gastonia NC 28052
Gastonia",Complete STIR/SHAKEN Implementation
3444,0029260221,"Dedicated IT, LLC",6168280099,"754 Park Avenue
Lake Park FL 33403","754 Park Avenue
Lake Park FL 33403",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3445,0024575755,"DiRAD Technologies, Inc.",5184386000,"9 Corporate Drive
Clifton Park NY 12065","9 Corporate Drive
STE 2
Clifton Park NY 12065",Partial STIR/SHAKEN Implementation - Performing Robocall Mitigation
3446,0031389802,CFX BUSINESS SOLUTIONS INC,8456563298,"4 Marshal Rd #185
Wappingers Falls NY 12590","4 Marshal Rd #185
Wappingers Falls NY 12590",Complete STIR/SHAKEN Implementation
3447,0031283260,TRING NETWORK LIMITED,'+85281930654,"FLAT RM 7 23/F ENTERPRISE SQUARE THREE, 39 WANG CHIU ROAD, KOWLOON BAY
KOWLOON BAY  KOWLOON, Hong Kong","FLAT RM 7 23/F ENTERPRISE SQUARE THREE, 39 WANG CHIU ROAD, KOWLOON BAY
KOWLOON BAY  KOWLOON, Hong Kong",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
3448,0024417248,NETVOIX INC,3055741586,"2700 Glades Cir
Suite 151
Weston FL 33327","2700 Glades Circle, Suite 151
Weston FL 33327",No STIR/SHAKEN Implementation - Performing Robocall Mitigation
